Sample Names	MutationType	DBS2	DBS3	DBS4	DBS6	DBS7	DBS8	DBS9	DBS10
ColoRect-AdenoCA::MSI-H.S.1	AC>CA	0.0004059383455354845	0.011151846935993123	0.0	0.0	0.0	0.9884422147184714	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AC>CG	0.007497162865138726	0.017794067574853595	0.0	0.0	0.0	0.9747087695600078	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AC>CT	9.319785718520831e-05	0.0036143226922630777	0.0	0.0	0.0	0.9962924794505518	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AC>GA	0.016215289760015097	0.6476149015514248	0.0	0.0	0.0	0.3361698086885601	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AC>GG	1.0026399152906062e-15	0.17506770891636253	0.0	0.0	0.0	0.8249322910836365	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AC>GT	0.016220958820653688	0.9467263473542541	0.0	0.0	0.0	0.03705269382509201	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AC>TA	0.0266011076623946	0.029372707381764583	0.0	0.0	0.0	0.9440261849558409	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AC>TG	0.0005839100890875075	1.6489080637872279e-15	0.0	0.0	0.0	0.9994160899109108	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AC>TT	0.7195582248734174	0.000709721059256313	0.0	0.0	0.0	0.27973205406732626	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AT>CA	0.003273738657605485	0.9865281123435767	0.0	0.0	0.0	0.010198148998817772	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AT>CC	2.7259623976191346e-16	0.9604046493507903	0.0	0.0	0.0	0.039595350649209306	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AT>CG	1.684860408398468e-16	0.9544766874021199	0.0	0.0	0.0	0.04552331259788004	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AT>GA	0.04441151081149515	0.7741933562013921	0.0	0.0	0.0	0.18139513298711282	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AT>GC	0.0006185413114753184	0.8981662828470501	0.0	0.0	0.0	0.10121517584147459	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AT>TA	0.08186471137669238	0.6796474921819898	0.0	0.0	0.0	0.23848779644131787	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>AA	0.8043660788418893	0.016340436892749294	0.0	0.0	0.0	0.17929348426536143	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>AG	0.5251233833575385	1.2990692867521952e-16	0.0	0.0	0.0	0.47487661664246134	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>AT	0.43193171532070807	0.04116375534099787	0.0	0.0	0.0	0.526904529338294	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>GA	0.7989484921216552	0.046377126855463205	0.0	0.0	0.0	0.1546743810228816	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>GG	0.5593498934904569	0.1458121292853162	0.0	0.0	0.0	0.29483797722422694	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>GT	0.5314077904259686	8.91096386412025e-15	0.0	0.0	0.0	0.46859220957402253	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>TA	0.3036766129095004	0.6387623332461464	0.0	0.0	0.0	0.05756105384435315	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>TG	0.013082224506865352	0.0025900959287464944	0.0	0.0	0.0	0.9843276795643882	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>TT	2.2476961123485375e-16	9.680752515394984e-16	0.0	0.0	0.0	0.9999999999999989	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CG>AT	0.38676117333659604	0.1545425123875489	0.0	0.0	0.0	0.458696314275855	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CG>GC	0.9999999999998217	4.8672226353658163e-14	0.0	0.0	0.0	1.2971088646318746e-13	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CG>GT	0.19983803586735358	2.803985484947426e-15	0.0	0.0	0.0	0.8001619641326436	0.0	0.0
