Sample Names	MutationType	ID1	ID2	ID5	ID14
ColoRect-AdenoCA::S.1	1:Del:C:0	0.0038074567531021252	0.47674070272900704	0.0	0.5194518405178908
ColoRect-AdenoCA::S.1	1:Del:C:1	0.17586472700347064	0.02085191191099609	0.0	0.8032833610855333
ColoRect-AdenoCA::S.1	1:Del:C:2	2.6393898819976716e-15	0.0102916270556662	0.0	0.9897083729443312
ColoRect-AdenoCA::S.1	1:Del:C:3	0.14615853395608377	0.7860385038317922	0.0	0.06780296221212398
ColoRect-AdenoCA::S.1	1:Del:C:4	0.0344826509371346	0.7818026354061761	0.0	0.18371471365668926
ColoRect-AdenoCA::S.1	1:Del:C:5	0.049323264530625	0.88770079479618	0.0	0.06297594067319509
ColoRect-AdenoCA::S.1	1:Del:T:0	0.019471368698171	0.48707569217286223	0.0	0.49345293912896676
ColoRect-AdenoCA::S.1	1:Del:T:1	2.138626277666371e-15	1.0591368972848563e-14	0.0	0.9999999999999873
ColoRect-AdenoCA::S.1	1:Del:T:2	0.018786859248116662	0.5858250314480716	0.0	0.39538810930381174
ColoRect-AdenoCA::S.1	1:Del:T:3	0.019544927370704734	0.7148837006606311	0.0	0.2655713719686641
ColoRect-AdenoCA::S.1	1:Del:T:4	0.01915209000770919	0.8727053504373986	0.0	0.1081425595548922
ColoRect-AdenoCA::S.1	1:Del:T:5	9.591149906187045e-19	0.9796862614893931	0.0	0.020313738510606784
ColoRect-AdenoCA::S.1	1:Ins:C:0	4.0126703916069895e-18	1.9872416760121926e-17	0.0	1.0
ColoRect-AdenoCA::S.1	1:Ins:C:1	1.3712755691472535e-16	0.039031967134477825	0.0	0.960968032865522
ColoRect-AdenoCA::S.1	1:Ins:C:2	2.536794719315852e-15	0.08333102422154902	0.0	0.9166689757784484
ColoRect-AdenoCA::S.1	1:Ins:C:3	0.15463982029716242	0.326230986594716	0.0	0.5191291931081217
ColoRect-AdenoCA::S.1	1:Ins:C:4	0.10714559499828717	0.7251450476982658	0.0	0.16770935730344708
ColoRect-AdenoCA::S.1	1:Ins:C:5	0.3687887636083174	0.5680274224641275	0.0	0.06318381392755497
ColoRect-AdenoCA::S.1	1:Ins:T:0	0.03408658586865822	0.08229033570918112	0.0	0.8836230784221606
ColoRect-AdenoCA::S.1	1:Ins:T:1	0.006963168271960396	2.8323507702155505e-15	0.0	0.9930368317280368
