Sample Names	MutationType	DBS2	DBS4	DBS6	DBS9	DBS11
Breast-AdenoCA::S.1	AC>CA	0.03613526661818448	0.9638647333818156	0.0	0.0	0.0
Breast-AdenoCA::S.1	AC>CG	0.20962943190426964	0.7903705680957305	0.0	0.0	0.0
Breast-AdenoCA::S.1	AC>CT	0.9999999999998409	1.5911417416815373e-13	0.0	0.0	0.0
Breast-AdenoCA::S.1	AC>GA	0.021864453346056027	0.978135546653944	0.0	0.0	0.0
Breast-AdenoCA::S.1	AC>GG	0.1979894430956504	0.8020105569043497	0.0	0.0	0.0
Breast-AdenoCA::S.1	AC>GT	0.999903622818566	9.637718143393523e-05	0.0	0.0	0.0
Breast-AdenoCA::S.1	AC>TA	0.32597177107582037	0.6740282289241795	0.0	0.0	0.0
Breast-AdenoCA::S.1	AC>TG	0.047352066448186465	0.9526479335518135	0.0	0.0	0.0
Breast-AdenoCA::S.1	AC>TT	0.8827204477155596	0.11727955228444041	0.0	0.0	0.0
Breast-AdenoCA::S.1	AT>CA	0.016837040115936466	0.9831629598840634	0.0	0.0	0.0
Breast-AdenoCA::S.1	AT>CC	0.19821622127255523	0.8017837787274449	0.0	0.0	0.0
Breast-AdenoCA::S.1	AT>CG	0.15464261399677567	0.8453573860032243	0.0	0.0	0.0
Breast-AdenoCA::S.1	AT>GA	0.17707875438945844	0.8229212456105415	0.0	0.0	0.0
Breast-AdenoCA::S.1	AT>GC	0.12121828179648	0.87878171820352	0.0	0.0	0.0
Breast-AdenoCA::S.1	AT>TA	0.04026809821624967	0.9597319017837502	0.0	0.0	0.0
Breast-AdenoCA::S.1	CC>AA	1.0	2.3297834814649737e-17	0.0	0.0	0.0
Breast-AdenoCA::S.1	CC>AG	0.8472947965057359	0.15270520349426409	0.0	0.0	0.0
Breast-AdenoCA::S.1	CC>AT	0.725522556731071	0.2744774432689289	0.0	0.0	0.0
Breast-AdenoCA::S.1	CC>GA	0.6741752961473886	0.32582470385261153	0.0	0.0	0.0
Breast-AdenoCA::S.1	CC>GG	0.7189585920743493	0.2810414079256507	0.0	0.0	0.0
Breast-AdenoCA::S.1	CC>GT	0.8510427755463961	0.14895722445360388	0.0	0.0	0.0
Breast-AdenoCA::S.1	CC>TA	0.975036476190642	0.024963523809357985	0.0	0.0	0.0
Breast-AdenoCA::S.1	CC>TG	0.9221782968375754	0.07782170316242465	0.0	0.0	0.0
Breast-AdenoCA::S.1	CC>TT	0.19821622127255523	0.8017837787274449	0.0	0.0	0.0
Breast-AdenoCA::S.1	CG>AT	0.6220244534148214	0.3779755465851786	0.0	0.0	0.0
Breast-AdenoCA::S.1	CG>GC	0.9677691562730764	0.03223084372692362	0.0	0.0	0.0
Breast-AdenoCA::S.1	CG>GT	0.9999999999999868	1.3177837817036974e-14	0.0	0.0	0.0
Breast-AdenoCA::S.1	CG>TA	0.19821622127255523	0.8017837787274449	0.0	0.0	0.0
Breast-AdenoCA::S.1	CG>TC	0.9999999999999922	7.845410421305545e-15	0.0	0.0	0.0
Breast-AdenoCA::S.1	CG>TT	0.8647118093903154	0.13528819060968447	0.0	0.0	0.0
Breast-AdenoCA::S.1	CT>AA	0.9999999999999947	5.2547141451110825e-15	0.0	0.0	0.0
Breast-AdenoCA::S.1	CT>AC	0.19821622127255523	0.8017837787274449	0.0	0.0	0.0
Breast-AdenoCA::S.1	CT>AG	0.4015852084680317	0.5984147915319684	0.0	0.0	0.0
Breast-AdenoCA::S.1	CT>GA	0.011037915483602683	0.9889620845163973	0.0	0.0	0.0
Breast-AdenoCA::S.1	CT>GC	0.43509660676819184	0.5649033932318083	0.0	0.0	0.0
Breast-AdenoCA::S.1	CT>GG	0.038687772766902384	0.9613122272330976	0.0	0.0	0.0
Breast-AdenoCA::S.1	CT>TA	0.999999999999995	4.990423788700177e-15	0.0	0.0	0.0
Breast-AdenoCA::S.1	CT>TC	0.9999999999995608	4.3926126056768227e-13	0.0	0.0	0.0
Breast-AdenoCA::S.1	CT>TG	0.8401232840596355	0.1598767159403645	0.0	0.0	0.0
Breast-AdenoCA::S.1	GC>AA	0.006386329743973353	0.9936136702560265	0.0	0.0	0.0
Breast-AdenoCA::S.1	GC>AG	0.011794944479459933	0.9882050555205402	0.0	0.0	0.0
Breast-AdenoCA::S.1	GC>AT	0.041045254619815244	0.9589547453801848	0.0	0.0	0.0
Breast-AdenoCA::S.1	GC>CA	0.03564825586018479	0.9643517441398152	0.0	0.0	0.0
Breast-AdenoCA::S.1	GC>CG	0.9658042145029083	0.0341957854970917	0.0	0.0	0.0
Breast-AdenoCA::S.1	GC>TA	0.016963601383227642	0.9830363986167724	0.0	0.0	0.0
Breast-AdenoCA::S.1	TA>AT	0.03618244050196657	0.9638175594980334	0.0	0.0	0.0
Breast-AdenoCA::S.1	TA>CG	0.019764531656675133	0.9802354683433248	0.0	0.0	0.0
Breast-AdenoCA::S.1	TA>CT	0.01315032424466592	0.986849675755334	0.0	0.0	0.0
Breast-AdenoCA::S.1	TA>GC	0.32702327416330274	0.6729767258366972	0.0	0.0	0.0
Breast-AdenoCA::S.1	TA>GG	0.01453480571096944	0.9854651942890306	0.0	0.0	0.0
Breast-AdenoCA::S.1	TA>GT	0.0627356390282176	0.9372643609717825	0.0	0.0	0.0
Breast-AdenoCA::S.1	TC>AA	0.001585198727594403	0.9984148012724058	0.0	0.0	0.0
Breast-AdenoCA::S.1	TC>AG	0.04249832782886588	0.9575016721711341	0.0	0.0	0.0
Breast-AdenoCA::S.1	TC>AT	2.0577090671444484e-16	0.9999999999999998	0.0	0.0	0.0
Breast-AdenoCA::S.1	TC>CA	0.003334321147435597	0.9966656788525644	0.0	0.0	0.0
Breast-AdenoCA::S.1	TC>CG	0.00401961361098294	0.9959803863890171	0.0	0.0	0.0
Breast-AdenoCA::S.1	TC>CT	0.9940794410491873	0.0059205589508127205	0.0	0.0	0.0
Breast-AdenoCA::S.1	TC>GA	0.009989086667704946	0.9900109133322951	0.0	0.0	0.0
