Sample Names	MutationType	DBS2	DBS3	DBS4	DBS6	DBS7	DBS8	DBS9	DBS10
ColoRect-AdenoCA::MSI-H.S.1	AC>CA	0.000405938172756187	0.011151846562771229	0.0	0.0	0.0	0.9884422152644726	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AC>CG	0.007495532237172827	0.017801466827355023	0.0	0.0	0.0	0.974703000935472	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AC>CT	9.319810218969906e-05	0.0036143227556979765	0.0	0.0	0.0	0.9962924791421122	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AC>GA	0.016215276618928454	0.6476148222400402	0.0	0.0	0.0	0.3361699011410313	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AC>GG	1.0024278511797689e-15	0.17506760807504668	0.0	0.0	0.0	0.8249323919249524	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AC>GT	0.01622094568760488	0.9467264313479574	0.0	0.0	0.0	0.03705262296443783	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AC>TA	0.026601103266711352	0.02937270041953974	0.0	0.0	0.0	0.9440261963137488	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AC>TG	0.0005837866399876687	1.6496037580963326e-15	0.0	0.0	0.0	0.9994162133600109	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AC>TT	0.7195577866303974	0.0007100199381623317	0.0	0.0	0.0	0.27973219343144035	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AT>CA	0.003273036453561014	0.9865252165151961	0.0	0.0	0.0	0.01020174703124296	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AT>CC	2.7253857865743945e-16	0.9604046883868365	0.0	0.0	0.0	0.03959531161316324	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AT>CG	1.6845040487392406e-16	0.9544767541759498	0.0	0.0	0.0	0.04552324582405011	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AT>GA	0.0444116423586833	0.7741936092853406	0.0	0.0	0.0	0.18139474835597597	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AT>GC	0.0006184103930236903	0.8981662573865433	0.0	0.0	0.0	0.10121533222043289	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	AT>TA	0.08186473011655253	0.6796474468960982	0.0	0.0	0.0	0.23848782298734908	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>AA	0.8043660777595685	0.016340436546481676	0.0	0.0	0.0	0.17929348569394982	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>AG	0.5251233766146938	1.299617116027254e-16	0.0	0.0	0.0	0.4748766233853062	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>AT	0.43193171831187416	0.04116375501011525	0.0	0.0	0.0	0.5269045266780107	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>GA	0.7989485603231816	0.04637710814233711	0.0	0.0	0.0	0.15467433153448132	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>GG	0.5592567183174718	0.14584940117430956	0.0	0.0	0.0	0.29489388050821863	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>GT	0.5314073673434963	8.914713242010649e-15	0.0	0.0	0.0	0.4685926326564948	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>TA	0.3036766158784718	0.6387623609211511	0.0	0.0	0.0	0.057561023200377044	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>TG	0.013082201492277358	0.002591185438351458	0.0	0.0	0.0	0.9843266130693712	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CC>TT	2.2472202659019697e-16	9.68483417096498e-16	0.0	0.0	0.0	0.9999999999999989	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CG>AT	0.3867608769768292	0.15454229459134153	0.0	0.0	0.0	0.4586968284318293	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CG>GC	0.9999999999998216	4.869276567941021e-14	0.0	0.0	0.0	1.2975705999942462e-13	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CG>GT	0.19983801384151642	2.805167493139317e-15	0.0	0.0	0.0	0.8001619861584808	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CG>TA	2.5968096432375755e-17	0.9866503226466738	0.0	0.0	0.0	0.01334967735332606	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CG>TC	0.30063567296697	0.1633518560950699	0.0	0.0	0.0	0.5360124709379601	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CG>TT	0.29965348083468807	0.6252422289299332	0.0	0.0	0.0	0.07510429023537873	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CT>AA	0.035417985932196444	0.001838833788875886	0.0	0.0	0.0	0.9627431802789277	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CT>AC	3.918927595957697e-17	0.44258906759811334	0.0	0.0	0.0	0.5574109324018867	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CT>AG	0.002162462409430346	0.6795166367850421	0.0	0.0	0.0	0.3183209008055274	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	CT>GA	0.0007655302477888486	0.001177800812699076	0.0	0.0	0.0	0.998056668939512	0.0	0.0
