Sample Names	MutationType	ID1	ID2	ID3	ID5	ID6	ID7	ID8	ID14
Stomach-AdenoCA::S.1	1:Del:C:0	0.0	0.3327126490295095	0.0	0.6672873509704905	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Del:C:1	0.0	0.0017733341729230313	0.0	0.9982266658270769	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Del:C:2	0.0	0.0002682534396916795	0.0	0.9997317465603083	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Del:C:3	0.0	0.28604258363606494	0.0	0.7139574163639351	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Del:C:4	0.0	0.7549146120096274	0.0	0.2450853879903727	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Del:C:5	0.0	0.9279917840110778	0.0	0.0720082159889221	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Del:T:0	0.0	0.15166040062480904	0.0	0.848339599375191	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Del:T:1	0.0	8.543113896757762e-17	0.0	0.9999999999999999	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Del:T:2	0.0	0.12394322774794927	0.0	0.8760567722520507	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Del:T:3	0.0	0.34294618389303205	0.0	0.6570538161069679	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Del:T:4	0.0	0.6741667670426259	0.0	0.32583323295737415	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Del:T:5	0.0	0.9838902689971087	0.0	0.016109731002891172	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Ins:C:0	0.0	1.6715863706017936e-14	0.0	0.9999999999999833	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Ins:C:1	0.0	0.2953545417522538	0.0	0.7046454582477462	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Ins:C:2	0.0	0.018719194596132048	0.0	0.9812808054038681	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Ins:C:3	0.0	0.6207786628469888	0.0	0.3792213371530112	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Ins:C:4	0.0	0.9712796083880719	0.0	0.028720391611928086	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Ins:C:5	0.0	0.9794785827244962	0.0	0.020521417275503835	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Ins:T:0	0.0	0.32396125097142586	0.0	0.6760387490285742	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Ins:T:1	0.0	6.732834086896396e-16	0.0	0.9999999999999993	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Ins:T:2	0.0	0.047579777381971416	0.0	0.9524202226180287	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Ins:T:3	0.0	0.11652531091385683	0.0	0.8834746890861432	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Ins:T:4	0.0	0.415265105023294	0.0	0.584734894976706	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	1:Ins:T:5	0.0	0.833186194599482	0.0	0.1668138054005181	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	2:Del:R:0	0.0	0.013221755451840903	0.0	0.9867782445481592	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	2:Del:R:1	0.0	0.25004752848526146	0.0	0.7499524715147386	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	2:Del:R:2	0.0	0.48192711000038646	0.0	0.5180728899996135	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	2:Del:R:3	0.0	0.8107308402874165	0.0	0.18926915971258354	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	2:Del:R:4	0.0	0.6999468955948653	0.0	0.3000531044051347	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	2:Del:R:5	0.0	5.001414609489421e-16	0.0	0.9999999999999996	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	3:Del:R:0	0.0	0.001671081848883731	0.0	0.9983289181511161	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	3:Del:R:1	0.0	0.6601800083762117	0.0	0.33981999162378834	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	3:Del:R:2	0.0	0.8617920754610716	0.0	0.13820792453892847	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	3:Del:R:3	0.0	0.5979543431935632	0.0	0.4020456568064368	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	3:Del:R:4	0.0	1.5527507766916017e-15	0.0	0.9999999999999984	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	3:Del:R:5	0.0	1.0817886150498292e-15	0.0	0.9999999999999989	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	4:Del:R:0	0.0	0.002566432703540756	0.0	0.9974335672964593	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	4:Del:R:1	0.0	0.6306450468558422	0.0	0.3693549531441577	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	4:Del:R:2	0.0	0.8833434085003543	0.0	0.11665659149964577	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	4:Del:R:3	0.0	0.004283669487840589	0.0	0.9957163305121595	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	4:Del:R:4	0.0	1.9889632059823244e-15	0.0	0.999999999999998	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	4:Del:R:5	0.0	0.23356430774222997	0.0	0.76643569225777	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	5:Del:R:0	0.0	0.0047661823411263345	0.0	0.9952338176588738	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	5:Del:R:1	0.0	0.9433469121772525	0.0	0.05665308782274749	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	5:Del:R:2	0.0	0.6595247694367489	0.0	0.3404752305632511	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	5:Del:R:3	0.0	0.5852693183174116	0.0	0.41473068168258853	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	5:Del:R:4	0.0	0.6663971907131849	0.0	0.333602809286815	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	5:Del:R:5	0.0	0.07677291937265349	0.0	0.9232270806273466	0.0	0.0	0.0	0.0
Stomach-AdenoCA::S.1	2:Ins:R:0	0.0	0.1070902253367238	0.0	0.892909774663276	0.0	0.0	0.0	0.0
